"ID";"Name";"Longitude_WGS84";"Latitude_WGS84";"Street";"AdmArea";"District";"RouteNumbers";"StationName";"Direction";"Pavilion";"OperatingOrgName";"EntryState";"global_id";"geoData";
"1346";"«Ул. Твардовского, 3», улица Твардовского (1346)";"37.39326883";"55.79674968";"улица Твардовского";"Северо-Западный административный округ";"район Строгино";"А640; А652; А743; А782";"Ул. Твардовского, 3";"";"да";"ГУП «Мосгортранс»";"активна";"889086252";"{type=Point, coordinates=[37.39326883, 55.79674968]}";
"1347";"«13-й мкр. Строгина», улица Твардовского (1347)";"37.3908795";"55.79889982";"улица Твардовского";"Северо-Западный административный округ";"район Строгино";"А640; А652; А743; А782";"13-й мкр. Строгина";"";"да";"ГУП «Мосгортранс»";"активна";"889086253";"{type=Point, coordinates=[37.3908795, 55.79889982]}";
"1348";"«Ул. Кулакова», улица Маршала Катукова (1348)";"37.39670529";"55.81286829";"улица Маршала Катукова";"Северный административный округ";"Бескудниковский район";"А631; А638; А640; А652";"Дубнинская ул., 28";"";"да";"ГУП «Мосгортранс»";"активна";"889086254";"{type=Point, coordinates=[37.39670529, 55.81286829]}";
"1349";"«Неманский пр.», улица Маршала Катукова (1349)";"37.39218053";"55.813916";"улица Маршала Катукова";"Северо-Западный административный округ";"район Строгино";"А640";"Неманский пр.";"";"да";"ГУП «Мосгортранс»";"активна";"889086255";"{type=Point, coordinates=[37.39218053, 55.813916]}";
"1350";"«Дмитровское ш., 155», Дмитровское шоссе (1350)";"37.54313973";"55.89783825";"Дмитровское шоссе";"Северный административный округ";"Дмитровский район";"А149; А284; А352; А571; А63; А763; А763К; А774; А843; А92; А928; А994; АТ78";"Дмитровское ш., 155";"";"да";"ГУП «Мосгортранс»";"активна";"889086256";"{type=Point, coordinates=[37.54313973, 55.89783825]}";
"1351";"«Баскетбольная школа», Дубнинская улица (1351)";"37.55744536";"55.87950762";"Дубнинская улица";"Северный административный округ";"район Восточное Дегунино";"А149; А677; А677К; А799";"АТС";"";"да";"ГУП «Мосгортранс»";"активна";"889086257";"{type=Point, coordinates=[37.55744536, 55.87950762]}";
"1352";"«Дубнинская ул., 28», Дубнинская улица (1352)";"37.55745101";"55.8760193";"Дубнинская улица";"Северный административный округ";"Бескудниковский район";"А149; А677; А677К; А799";"Дубнинская ул., 28";"";"да";"ГУП «Мосгортранс»";"активна";"889086258";"{type=Point, coordinates=[37.55745101, 55.8760193]}";
"1353";"«Дубнинская ул., 20», Дубнинская улица (1353)";"37.56037609";"55.87116997";"Дубнинская улица";"Северный административный округ";"Бескудниковский район";"А149; А170; А466; А677; А677К";"Дубнинская ул., 20";"";"да";"ГУП «Мосгортранс»";"активна";"889086259";"{type=Point, coordinates=[37.56037609, 55.87116997]}";
"1354";"«Школа № 272», Дубнинская улица (1354)";"37.56362709";"55.86709368";"Дубнинская улица";"Северный административный округ";"район Восточное Дегунино";"А149; А170; А466; А677; А677К";"Дубнинская ул., 20";"";"да";"ГУП «Мосгортранс»";"активна";"889086260";"{type=Point, coordinates=[37.56362709, 55.86709368]}";
"1356";"«АТС», Дегунинский проезд (1356)";"37.56535188";"55.86333465";"Дегунинский проезд";"Северный административный округ";"район Восточное Дегунино";"А466";"АТС";"";"да";"ГУП «Мосгортранс»";"активна";"889086261";"{type=Point, coordinates=[37.56535188, 55.86333465]}";
"1359";"«АТС», Дубнинская улица (1359)";"37.56585743";"55.86473606";"Дубнинская улица";"Северный административный округ";"район Восточное Дегунино";"А149; А170; А466; А677; А677К";"АТС";"";"да";"ГУП «Мосгортранс»";"активна";"889086262";"{type=Point, coordinates=[37.56585743, 55.86473606]}";
